CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,pha
0.03888,0.03664,8.35,8.34,22.7,170.0,0
0.0292,0.00762,4.99,4.97,26.5,29.0,1
0.03373,0.03372,16.66,16.66,20.3,520.0,1
0.02819,0.02781,7.72,7.7,26.8,26.0,0
0.04626,0.01839,5.67,5.66,25.6,45.0,0
0.04449,0.0444,3.18,3.17,25.3,52.0,0
0.02438,0.0093,14.8,14.79,26.3,33.0,1
0.02637,0.02632,16.82,16.82,22.8,160.0,0
0.03793,0.03769,12.45,12.45,22.7,170.0,0
0.04831,0.04685,10.82,10.81,25.4,49.0,0
0.04975,0.04676,14.14,14.13,21.6,280.0,1
0.03892,0.03892,4.72,4.71,24.4,77.0,0
0.02873,0.02872,10.75,10.74,20.9,390.0,1
0.02724,0.02065,8.89,8.88,25.9,39.0,0
0.03754,0.01566,8.39,8.38,27.6,18.0,0
0.02935,0.02934,19.03,19.03,21.7,270.0,1
0.03172,0.03166,24.32,24.32,21.0,380.0,1
0.04057,0.0339,4.82,4.8,26.6,28.0,0
0.0292,0.02919,9.16,9.15,23.4,120.0,0
0.01576,0.00267,8.65,8.63,26.0,38.0,1
0.046,0.04597,8.17,8.16,22.3,210.0,0
0.02745,0.01777,7.82,7.81,25.7,43.0,0
0.02983,0.0298,13.97,13.96,23.4,130.0,0
0.04397,0.04289,5.97,5.96,24.2,84.0,0
0.01873,0.01719,14.65,14.64,24.9,62.0,0
0.03077,0.0295,2.82,2.78,25.2,54.0,0
0.04044,0.04023,14.01,14.0,24.2,86.0,0
0.01401,0.01368,12.23,12.21,26.4,30.0,0
0.03743,0.03741,15.43,15.42,22.7,170.0,0
0.01946,0.00775,6.39,6.37,28.8,10.0,1
0.03681,0.02348,22.21,22.21,19.0,940.0,1
0.04507,0.01948,4.17,4.16,26.4,31.0,0
0.02751,0.0246,4.42,4.4,25.6,44.0,0
0.02343,0.02335,12.22,12.22,20.5,480.0,1
0.02484,0.02484,28.6,28.6,22.5,190.0,0
0.02962,0.00269,9.94,9.93,23.7,110.0,1
0.0296,0.02959,11.9,11.89,21.5,300.0,1
0.04251,0.03218,15.75,15.75,26.4,31.0,0
0.03309,0.02675,15.13,15.12,20.2,540.0,1
0.03464,0.02671,10.35,10.34,27.2,22.0,0
0.04416,0.03847,8.74,8.73,25.6,45.0,0
0.02567,0.02566,9.28,9.27,25.5,47.0,0
0.016,0.016,12.58,12.57,26.0,38.0,0
0.03187,0.03185,7.46,7.45,20.8,410.0,1
0.04511,0.03587,24.35,24.35,24.0,94.0,0
0.04183,0.00654,9.0,8.99,23.1,140.0,1
0.01342,0.01277,24.78,24.77,19.1,900.0,1
0.02758,0.018,7.96,7.95,26.7,27.0,0
0.00552,0.00552,15.21,15.18,21.2,340.0,1
0.04259,0.03928,8.53,8.52,25.8,42.0,0
0.03032,0.03028,9.04,9.03,25.8,41.0,0
0.0215,0.01996,10.54,10.53,25.3,51.0,0
0.02678,0.00667,8.2,8.19,26.2,35.0,1
0.04649,0.04106,4.38,4.36,24.8,65.0,0
0.02789,0.0254,14.19,14.18,23.4,130.0,0
0.02984,0.02984,4.19,4.17,25.4,48.0,0
0.00483,0.00479,9.13,9.07,24.7,68.0,1
0.03282,0.03246,6.62,6.6,25.1,58.0,0
0.04632,0.0218,7.26,7.26,26.9,25.0,0
0.03609,0.03609,4.41,4.39,21.4,310.0,1
0.04745,0.04745,6.01,6.0,24.4,78.0,0
0.00523,0.00396,8.78,8.73,24.3,82.0,1
0.04404,0.03059,8.16,8.15,24.7,68.0,0
0.0213,0.02115,13.44,13.44,23.8,100.0,0
0.03056,0.02259,12.27,12.26,21.6,280.0,1
0.04104,0.04099,24.7,24.7,18.9,990.0,1
0.02595,0.02594,34.25,34.25,19.3,820.0,1
0.03077,0.02948,7.91,7.9,26.3,33.0,0
0.02733,0.02732,9.04,9.03,24.2,87.0,0
0.01534,0.00954,16.0,15.99,25.2,54.0,1
0.02284,0.01965,5.43,5.41,26.6,28.0,0
0.04825,0.03241,13.55,13.55,23.9,99.0,0
0.03256,0.03217,7.16,7.15,22.6,180.0,0
0.04709,0.026,8.63,8.62,27.1,22.0,0
0.01342,0.01306,10.2,10.18,20.7,440.0,1
0.03671,0.03671,9.41,9.4,27.3,21.0,0
0.018,0.00509,12.2,12.19,27.0,24.0,1
0.02554,0.0237,6.29,6.27,22.6,180.0,0
0.04778,0.04776,12.1,12.1,21.8,270.0,1
0.01337,0.01323,8.0,7.98,20.2,530.0,1
0.0292,0.01755,6.65,6.63,25.4,49.0,0
0.02509,0.02389,13.04,13.04,21.4,310.0,1
0.00847,0.00605,8.72,8.69,25.5,47.0,1
0.02703,0.01724,8.47,8.45,25.4,48.0,0
0.04775,0.02577,14.86,14.86,23.5,120.0,0
0.04707,0.04485,8.85,8.84,26.0,38.0,0
0.02044,0.02036,4.75,4.73,25.5,47.0,0
0.036,0.03421,5.01,4.99,23.0,150.0,0
0.03551,0.0337,6.55,6.54,24.8,65.0,0
0.02504,0.01721,8.33,8.32,24.7,68.0,0
0.0409,0.03737,13.95,13.94,21.2,340.0,1
0.04312,0.04311,18.19,18.18,19.9,630.0,1
0.00825,0.00017,10.15,10.12,26.9,25.0,1
0.01127,0.00577,16.11,16.1,26.1,36.0,1
0.04708,0.04509,13.64,13.63,25.0,59.0,0
0.04202,0.04201,21.6,21.6,21.9,250.0,1
0.01142,0.01083,6.9,6.87,23.0,150.0,0
0.04992,0.04991,6.8,6.79,20.4,490.0,1
0.00274,0.00147,7.08,6.95,25.0,60.0,1
0.04402,0.03401,2.43,2.4,26.2,34.0,0
0.02606,0.02532,12.66,12.65,23.5,120.0,0
0.01495,0.01494,8.59,8.57,25.8,41.0,0
0.02704,0.02704,6.61,6.6,23.7,110.0,0
0.0423,0.04229,11.35,11.34,23.7,110.0,0
0.02037,0.02037,15.42,15.41,20.1,570.0,1
0.03014,0.03014,4.19,4.17,25.4,48.0,0
0.04611,0.0458,13.66,13.66,23.1,140.0,0
0.04991,0.04979,9.45,9.44,22.4,200.0,0
0.03549,3e-05,9.64,9.63,27.6,18.0,1
0.02891,0.02054,9.95,9.94,24.4,78.0,0
0.04752,0.02107,6.5,6.5,22.9,160.0,0
0.01165,0.01082,13.21,13.2,26.1,36.0,0
0.04647,0.04647,5.51,5.5,25.5,47.0,0
0.03624,0.01012,10.37,10.36,26.5,30.0,0
0.04595,0.04595,8.48,8.47,24.0,94.0,0
0.01882,0.01869,11.78,11.76,21.4,310.0,1
0.0152,0.0152,13.73,13.71,22.5,190.0,0
0.02874,0.02711,8.09,8.08,26.6,28.0,0
0.01071,0.00322,24.65,24.64,25.3,52.0,1
0.01999,0.01194,16.77,16.76,23.2,140.0,0
0.04582,0.00615,11.82,11.81,25.2,55.0,1
0.02976,0.01903,16.57,16.57,22.9,160.0,0
0.03693,0.03693,12.96,12.96,22.4,200.0,0
0.01282,0.01121,6.13,6.1,23.9,99.0,0
0.03136,0.03135,12.8,12.79,22.0,240.0,1
0.0496,0.04729,7.91,7.9,24.4,78.0,0
0.0183,0.01721,5.66,5.63,26.6,28.0,0
0.03943,0.02352,8.15,8.14,25.5,47.0,0
0.03256,0.02772,12.5,12.5,26.1,36.0,0
0.0408,0.04075,11.74,11.73,25.7,43.0,0
0.02569,0.02414,6.97,6.95,24.4,78.0,0
0.02181,0.0218,9.94,9.93,23.4,120.0,0
0.03243,0.01099,15.79,15.79,24.8,65.0,0
0.03618,0.03616,14.6,14.6,22.4,200.0,0
0.02015,0.01989,4.89,4.86,24.8,65.0,0
0.04491,0.03403,3.12,3.11,27.3,21.0,0
0.04793,0.02429,10.09,10.08,26.7,28.0,0
0.04829,0.04194,4.6,4.59,27.1,22.0,0
0.02172,0.02092,4.64,4.61,26.7,27.0,0
0.03586,0.0159,10.17,10.17,27.1,23.0,0
0.0352,0.03225,5.19,5.17,26.2,34.0,0
0.04924,0.0217,17.75,17.74,26.1,36.0,0
0.03878,0.03878,11.83,11.82,23.5,120.0,0
0.03157,0.03154,4.68,4.66,27.1,23.0,0
0.04447,0.04447,4.78,4.76,23.6,110.0,0
0.01474,0.01005,13.08,13.07,25.9,39.0,0
0.01477,0.01363,9.86,9.85,26.8,26.0,0
0.04962,0.03092,5.15,5.14,22.6,180.0,0
0.04531,0.04528,16.84,16.84,23.4,120.0,0
0.04345,0.04345,26.81,26.81,19.1,900.0,1
0.02878,0.02012,4.46,4.44,25.0,59.0,0
0.04422,0.04319,2.64,2.62,25.4,50.0,0
0.03516,0.00691,8.34,8.33,27.9,16.0,1
0.01056,0.00856,12.76,12.74,25.9,40.0,1
0.02371,0.01871,4.8,4.77,25.8,41.0,0
0.02989,0.02989,10.26,10.26,19.2,880.0,1
0.01301,0.01301,8.58,8.56,24.2,87.0,0
0.02484,0.0057,11.11,11.1,23.3,130.0,1
0.02805,0.02796,20.56,20.56,19.1,920.0,1
0.02786,0.02555,6.32,6.31,24.6,71.0,0
0.03635,0.03609,4.05,4.03,26.6,28.0,0
0.02858,0.01142,9.77,9.76,23.1,140.0,0
0.04043,0.02287,6.61,6.6,25.3,53.0,0
0.04452,0.04446,5.93,5.92,24.6,71.0,0
0.02652,0.02649,8.92,8.91,25.8,41.0,0
0.04816,0.04744,7.68,7.67,24.0,95.0,0
0.03967,0.03965,13.73,13.72,21.0,370.0,1
0.01378,0.01036,10.56,10.54,24.7,69.0,0
0.02338,0.02337,10.96,10.95,21.2,340.0,1
0.03399,0.03399,4.08,4.06,25.4,48.0,0
0.01858,0.01857,17.2,17.19,20.6,450.0,1
0.02134,0.00727,6.92,6.9,27.6,18.0,1
0.04443,0.04348,9.83,9.82,22.1,230.0,0
0.01708,0.01363,16.11,16.1,30.4,5.1,0
0.03769,0.03767,35.0,35.0,19.1,910.0,1
0.02952,0.02952,5.67,5.65,21.7,280.0,1
0.03578,0.03538,11.26,11.25,26.3,33.0,0
0.01475,0.00565,4.84,4.8,25.5,47.0,1
0.04396,0.04231,11.08,11.08,25.7,43.0,0
0.00147,0.00062,12.85,12.7,27.6,18.0,1
0.02791,0.01303,11.54,11.54,27.6,18.0,0
0.03483,0.03463,12.65,12.64,24.3,81.0,0
0.043,0.04299,11.89,11.88,20.8,420.0,1
0.00929,0.00507,10.84,10.81,26.7,27.0,1
0.03943,0.03891,13.65,13.65,21.3,330.0,1
0.02064,0.01951,5.52,5.5,26.6,28.0,0
0.03758,0.03757,7.41,7.4,22.7,170.0,0
0.0018,0.00118,22.72,22.65,27.1,23.0,1
0.01827,0.01827,12.46,12.45,20.6,450.0,1
0.01849,0.01821,4.72,4.69,24.0,95.0,0
0.03592,0.03513,5.23,5.22,24.1,92.0,0
0.02732,0.02731,10.43,10.42,19.8,660.0,1
0.01589,0.01523,16.72,16.71,26.1,36.0,0
0.03917,0.03916,4.77,4.76,24.1,90.0,0
0.03397,0.02547,6.66,6.64,25.8,41.0,0
0.02482,0.02351,15.39,15.38,25.0,59.0,0
0.04269,0.04267,13.68,13.68,21.0,380.0,1
0.04871,0.0487,30.03,30.03,22.5,190.0,0
0.04125,0.03169,5.24,5.23,26.4,31.0,0
0.02703,0.02697,5.36,5.34,25.3,52.0,0
0.03061,0.0237,4.57,4.55,24.6,71.0,0
0.04729,0.04709,8.91,8.9,23.1,140.0,0
0.03489,0.01993,12.41,12.4,28.4,12.0,0
0.02815,0.02295,8.74,8.73,25.5,47.0,0
0.04961,0.04065,11.13,11.13,24.2,86.0,0
0.04306,0.04306,9.18,9.17,20.1,570.0,1
0.02233,0.02225,3.55,3.52,26.7,27.0,0
0.01553,0.0004,12.2,12.18,24.5,75.0,1
0.04036,0.04032,10.72,10.72,23.0,150.0,0
0.02524,0.02508,9.3,9.29,23.2,140.0,0
0.01386,0.002,3.69,3.63,27.3,21.0,1
0.04029,0.03543,4.39,4.37,25.8,41.0,0
0.01185,0.00223,8.06,8.03,25.9,40.0,1
0.04992,0.04437,10.41,10.4,23.6,110.0,0
0.04426,0.04426,3.83,3.81,25.4,48.0,0
0.02205,0.00953,10.05,10.03,24.3,82.0,1
0.04287,0.04157,15.01,15.0,20.6,450.0,1
0.02055,0.02054,11.17,11.16,24.1,90.0,0
0.0152,0.01389,20.73,20.72,24.3,82.0,0
0.02668,0.00163,3.37,3.34,26.4,31.0,1
0.04624,0.04621,17.98,17.98,22.3,210.0,0
0.04169,0.01382,11.77,11.76,27.5,19.0,0
0.04134,0.04133,11.29,11.28,19.1,890.0,1
0.04886,0.0127,22.1,22.09,24.6,71.0,0
0.04617,0.00404,16.68,16.68,26.9,25.0,1
0.02088,0.01705,17.26,17.25,24.8,66.0,0
0.02255,0.0225,11.4,11.39,23.1,140.0,0
0.04563,0.04444,5.56,5.55,24.7,68.0,0
0.04243,0.0424,5.92,5.91,26.6,28.0,0
0.01205,0.01026,10.28,10.26,24.3,82.0,0
0.03805,0.03782,9.03,9.03,25.6,45.0,0
0.03419,0.03249,5.04,5.02,26.6,28.0,0
0.03336,0.03336,14.79,14.78,19.7,680.0,1
0.04073,0.03213,10.14,10.13,22.7,170.0,0
0.02265,0.02251,11.2,11.19,19.8,660.0,1
0.03594,0.00837,8.96,8.95,26.2,34.0,1
0.03609,0.03606,4.28,4.26,24.4,78.0,0
0.00556,0.00467,10.32,10.27,24.6,71.0,1
0.02023,0.02019,17.92,17.91,20.3,520.0,1
0.0236,0.0236,5.18,5.16,24.4,77.0,0
0.01639,0.01471,11.47,11.46,21.2,340.0,1
0.03243,0.02872,21.15,21.15,22.2,220.0,0
0.03299,0.03298,15.53,15.53,21.0,370.0,1
0.00724,0.0071,14.64,14.61,25.4,49.0,1
0.0336,0.02981,5.33,5.32,25.7,44.0,0
0.04797,0.01166,3.23,3.22,26.5,29.0,0
0.01604,0.00019,5.03,4.99,23.1,140.0,1
0.0222,0.01832,2.99,2.95,25.8,42.0,0
0.03156,0.00511,18.19,18.19,24.0,94.0,1
0.02105,0.00031,11.05,11.04,27.1,23.0,1
0.04553,0.03415,5.55,5.54,24.8,65.0,0
0.04366,0.03025,23.39,23.38,24.9,62.0,0
0.02103,0.02098,11.25,11.24,26.8,26.0,0
0.01689,0.01689,25.47,25.46,19.6,700.0,1
0.03836,0.03822,9.36,9.35,24.2,86.0,0
0.03164,0.03093,15.65,15.64,26.4,31.0,0
0.04621,0.04429,15.01,15.0,24.4,77.0,0
0.031,0.02485,7.6,7.59,20.2,530.0,1
0.02808,0.0236,6.61,6.6,28.3,13.0,0
0.01773,0.01376,18.23,18.23,22.1,230.0,0
0.01334,0.01334,15.65,15.64,22.2,220.0,0
0.04442,0.04442,12.21,12.2,22.0,240.0,1
0.0053,0.00529,8.21,8.14,22.1,220.0,1
0.02416,0.02405,9.47,9.46,24.7,68.0,0
0.02177,0.01393,5.17,5.15,24.8,65.0,0
0.04836,0.04826,4.58,4.57,25.5,47.0,0
0.04976,0.03759,9.95,9.94,23.7,110.0,0
0.01619,0.01212,8.82,8.8,26.4,31.0,0
0.04972,0.04966,17.5,17.5,22.0,240.0,1
0.04042,0.03703,14.38,14.38,22.5,190.0,0
0.01058,0.00112,6.6,6.56,28.4,12.0,1
0.02103,0.01489,6.6,6.58,25.8,41.0,0
0.0266,0.02651,9.05,9.04,23.7,110.0,0
0.04865,0.04865,8.69,8.68,22.5,190.0,0
0.00815,0.00815,17.68,17.66,20.3,520.0,1
0.03163,0.03163,10.86,10.85,20.9,390.0,1
0.039,0.03899,11.11,11.11,23.9,99.0,0
0.04675,0.04674,13.77,13.76,22.4,200.0,0
0.04336,0.04332,13.22,13.22,24.6,71.0,0
0.04222,0.04217,5.69,5.68,24.1,90.0,0
0.02802,0.02802,16.88,16.87,22.9,160.0,0
0.03155,0.01062,8.3,8.29,27.2,22.0,0
0.02427,0.0121,2.07,2.02,27.1,23.0,0
0.00824,0.00781,6.67,6.62,23.1,140.0,1
0.01653,0.00994,5.33,5.3,23.2,130.0,1
0.04736,0.02952,13.71,13.71,26.0,38.0,0
0.03044,0.03044,8.49,8.48,20.5,460.0,1
0.01754,0.00029,17.21,17.2,25.0,59.0,1
0.04284,0.03128,9.44,9.44,24.8,65.0,0
0.02834,0.02831,19.4,19.4,20.3,510.0,1
0.02953,0.02522,12.2,12.19,21.2,340.0,1
0.01252,0.01164,25.13,25.12,21.4,310.0,1
0.01627,0.01617,14.41,14.4,22.5,190.0,0
0.04457,0.00208,8.14,8.14,23.7,110.0,1
0.04456,0.04456,16.35,16.35,21.3,330.0,1
0.04568,0.04562,7.78,7.78,27.4,20.0,0
0.04653,0.04644,10.46,10.46,20.1,560.0,1
0.0049,0.00346,13.57,13.53,25.1,57.0,1
0.01318,0.00936,7.74,7.72,26.6,28.0,1
0.04448,0.04176,14.36,14.35,25.4,51.0,0
0.04887,0.01969,9.24,9.23,26.0,37.0,0
0.04364,0.04362,16.82,16.82,22.4,200.0,0
0.01165,0.01164,9.5,9.47,23.7,110.0,0
0.03305,0.02505,6.27,6.25,27.6,18.0,0
0.03722,0.03406,6.61,6.6,20.0,580.0,1
0.03551,0.02919,9.0,9.0,23.8,100.0,0
0.03187,0.02402,4.67,4.65,26.3,32.0,0
0.01691,0.01685,5.46,5.44,26.1,36.0,0
0.04114,0.00361,3.87,3.85,26.3,32.0,1
0.01626,0.0071,7.94,7.92,26.6,28.0,1
0.03755,0.01658,16.33,16.32,23.6,110.0,0
0.03844,0.03035,7.55,7.54,26.1,36.0,0
0.04297,0.0004,16.1,16.1,27.5,19.0,1
0.03548,0.03548,10.28,10.27,19.4,790.0,1
0.03013,0.02511,10.74,10.73,20.1,570.0,1
0.0278,0.02574,5.14,5.12,27.4,20.0,0
0.04955,0.04952,4.49,4.47,22.4,200.0,0
0.03227,0.0311,8.33,8.32,24.7,68.0,0
0.04487,0.04036,5.17,5.16,26.1,36.0,0
0.01368,0.01364,5.62,5.59,24.8,65.0,0
0.03804,0.03803,16.81,16.8,20.6,450.0,1
0.01363,0.00371,6.08,6.04,27.6,18.0,1
0.02692,0.02691,13.81,13.81,25.9,39.0,0
0.04673,0.04671,18.32,18.32,20.6,450.0,1
0.03185,0.03121,9.08,9.07,22.9,160.0,0
0.04974,0.04943,10.62,10.62,25.9,40.0,0
0.0277,0.02406,5.24,5.22,25.3,52.0,0
0.00595,0.00424,16.46,16.43,30.4,5.1,1
0.04841,0.04841,6.11,6.1,24.4,78.0,0
0.02247,0.02159,15.07,15.06,22.1,230.0,0
0.01187,0.00479,6.39,6.36,28.0,15.0,1
0.03506,0.0135,2.97,2.94,25.4,49.0,0
0.02046,0.01382,5.89,5.87,25.9,39.0,0
0.03272,0.01163,6.29,6.28,25.9,39.0,0
0.0437,0.0437,12.83,12.82,19.1,900.0,1
0.01303,0.0103,15.17,15.16,26.7,27.0,0
0.04554,0.04541,2.94,2.92,24.4,78.0,0
0.01024,0.00497,11.59,11.57,25.1,58.0,1
0.01994,0.01993,13.56,13.55,20.7,430.0,1
0.04082,0.00166,6.54,6.53,29.7,6.8,1
0.01217,0.01026,22.83,22.82,21.5,300.0,1
0.04996,0.04521,13.73,13.73,25.9,40.0,0
0.01172,0.01171,12.16,12.15,21.4,320.0,1
0.0217,0.02168,7.08,7.06,27.4,20.0,0
0.03772,0.01789,4.67,4.65,25.9,39.0,0
0.01776,0.0153,8.87,8.85,25.5,47.0,0
0.0427,0.02076,6.24,6.23,24.7,68.0,0
0.03999,0.03796,10.7,10.69,20.9,390.0,1
0.04532,0.04175,8.71,8.71,26.9,25.0,0
0.01651,0.01292,4.66,4.62,27.4,20.0,0
0.0464,0.02481,9.93,9.92,24.5,75.0,0
0.03595,0.0095,7.31,7.3,24.6,71.0,1
0.04386,0.0438,11.83,11.82,19.7,690.0,1
0.01409,0.01288,7.32,7.3,24.4,78.0,0
0.0199,0.01617,14.32,14.31,25.1,57.0,0
0.0126,0.01188,6.94,6.91,20.7,430.0,1
0.03551,0.03523,9.77,9.76,26.1,36.0,0
0.01552,0.01551,8.73,8.71,20.8,410.0,1
0.04287,0.03343,24.11,24.11,21.4,310.0,1
0.02419,0.02419,25.7,25.7,19.6,700.0,1
0.0233,0.0233,7.6,7.59,25.6,45.0,0
0.04124,0.0193,15.28,15.28,24.9,62.0,0
0.03169,0.02772,6.19,6.17,25.5,47.0,0
0.02307,0.01943,10.11,10.09,25.7,43.0,0
0.02401,0.02401,11.45,11.44,21.9,240.0,1
0.00426,0.00397,6.73,6.64,26.0,38.0,1
0.01623,0.00662,4.97,4.94,28.1,14.0,1
0.04494,0.04491,5.0,4.99,24.8,66.0,0
0.02693,0.02692,4.53,4.51,23.7,110.0,0
0.02938,0.02813,7.0,6.99,25.2,54.0,0
0.02491,0.02491,5.38,5.36,24.0,93.0,0
0.03564,0.03564,12.05,12.04,19.3,830.0,1
0.0207,0.0206,11.72,11.71,22.7,170.0,0
0.00851,0.00243,14.63,14.61,27.9,15.0,1
0.03077,0.01365,6.26,6.25,24.8,65.0,0
0.02167,0.02162,5.32,5.3,22.7,170.0,0
0.04936,0.04936,9.71,9.71,19.3,810.0,1
0.04863,0.00262,12.34,12.34,24.5,75.0,1
0.04163,0.02162,6.95,6.94,26.0,38.0,0
0.04062,0.04062,14.41,14.41,21.0,380.0,1
0.04781,0.04524,9.21,9.2,26.2,34.0,0
0.03026,0.03015,7.98,7.96,24.0,95.0,0
0.0078,0.00612,6.01,5.95,24.7,68.0,1
0.03482,0.02231,4.9,4.89,25.4,49.0,0
0.02388,0.02388,6.79,6.78,22.7,170.0,0
0.03928,0.02361,9.12,9.11,29.6,7.3,0
0.03617,0.01155,3.61,3.59,26.5,29.0,0
0.04491,0.04246,10.31,10.31,26.8,25.0,0
0.02462,0.01499,12.85,12.84,25.8,41.0,0
0.03064,0.03062,5.97,5.95,24.7,68.0,0
0.03517,0.00105,8.44,8.43,25.6,45.0,1
0.02681,0.02681,10.25,10.24,24.1,90.0,0
0.02233,0.02231,19.32,19.32,21.4,300.0,1
0.04719,0.04416,6.42,6.41,25.9,39.0,0
0.04223,0.04202,16.5,16.5,21.3,330.0,1
0.04443,0.02725,8.25,8.24,25.8,42.0,0
0.02366,0.0042,17.34,17.33,26.9,25.0,1
0.01268,0.00191,10.86,10.84,22.1,230.0,1
0.01392,0.0132,6.46,6.43,27.1,23.0,0
0.01991,0.01925,18.5,18.5,21.3,330.0,1
0.0351,0.01961,9.36,9.35,26.8,26.0,0
0.03489,0.02606,7.89,7.88,25.9,40.0,0
0.01989,0.01579,7.38,7.37,25.0,58.0,0
0.0288,0.02794,10.56,10.55,23.6,110.0,0
0.04299,0.04266,7.1,7.09,27.1,23.0,0
0.00986,0.00109,9.16,9.13,26.7,27.0,1
0.0413,0.0409,2.84,2.82,26.8,26.0,0
0.01676,0.01676,6.84,6.81,27.4,20.0,0
0.04221,0.04221,5.57,5.56,26.3,33.0,0
0.04654,0.0449,7.5,7.49,23.9,99.0,0
0.0326,0.00828,10.54,10.54,27.8,17.0,1
0.02442,0.02004,12.46,12.45,22.4,200.0,0
0.01521,0.01505,16.6,16.59,26.1,36.0,0
0.02972,0.02926,7.67,7.66,26.8,26.0,0
0.02874,0.02295,10.06,10.05,27.6,18.0,0
0.01856,0.01853,13.47,13.46,24.8,66.0,0
0.03522,0.00014,9.6,9.59,25.9,38.0,1
0.01378,0.01377,7.6,7.58,20.5,470.0,1
0.04688,0.0401,4.12,4.11,30.6,4.5,0
0.03126,0.02462,5.07,5.05,27.3,21.0,0
0.00913,0.00508,5.83,5.78,27.6,18.0,1
0.03014,0.01605,8.26,8.25,25.5,47.0,0
0.03283,0.02487,20.81,20.81,20.7,430.0,1
0.04258,0.04201,6.02,6.01,25.9,40.0,0
0.04829,0.04826,5.53,5.52,23.9,99.0,0
0.04655,0.04655,11.77,11.77,20.5,480.0,1
0.04319,0.03123,8.3,8.29,27.8,16.0,0
0.01791,0.01711,7.33,7.31,27.3,21.0,0
0.04029,0.03775,3.16,3.14,24.4,78.0,0
0.01532,0.01519,21.76,21.76,20.5,480.0,1
0.01737,0.01677,10.78,10.77,24.5,75.0,0
0.04497,0.04497,16.77,16.76,20.4,490.0,1
0.01885,0.01072,15.16,15.15,23.2,140.0,0
0.04944,0.04944,7.21,7.2,22.2,210.0,0
0.02195,0.0219,18.87,18.87,22.5,190.0,0
0.03302,0.03292,24.54,24.53,19.5,760.0,1
0.03597,0.01693,13.71,13.7,24.5,75.0,0
0.04742,0.04603,8.83,8.82,19.8,650.0,1
0.01304,0.01253,16.33,16.32,20.6,450.0,1
0.04169,0.02957,9.77,9.76,24.1,90.0,0
0.03848,0.03841,6.08,6.07,23.8,100.0,0
0.04119,0.04116,11.18,11.18,20.3,520.0,1
0.04735,0.00049,6.03,6.02,25.6,45.0,1
0.01285,0.01284,34.58,34.57,19.1,910.0,1
0.04677,0.04676,8.53,8.52,19.2,860.0,1
0.0478,0.04779,7.69,7.69,25.9,39.0,0
0.01588,0.01577,4.63,4.59,27.3,21.0,0
0.04435,0.03609,14.16,14.16,23.0,150.0,0
0.03491,0.03424,10.22,10.21,25.3,51.0,0
0.0065,0.00631,14.01,13.98,27.8,16.0,1
0.0357,0.0355,18.08,18.07,23.6,110.0,0
0.04606,0.04593,7.61,7.61,26.3,33.0,0
0.03012,0.03004,10.51,10.5,21.5,300.0,1
0.03945,0.03939,12.03,12.03,21.1,360.0,1
0.03856,0.03855,16.49,16.49,21.0,380.0,1
0.03134,0.02301,19.65,19.64,25.5,47.0,0
0.04305,0.00543,7.48,7.47,27.4,20.0,1
0.01158,0.0078,9.3,9.28,25.0,59.0,1
0.00763,0.00739,11.87,11.84,26.7,27.0,1
0.04245,0.03742,5.06,5.04,23.1,140.0,0
0.0189,0.01889,6.97,6.95,27.4,20.0,0
0.01548,0.01544,10.79,10.77,21.1,360.0,1
0.01774,0.01642,14.64,14.63,25.7,43.0,0
0.0247,0.01089,6.26,6.25,26.7,27.0,0
0.03681,0.03627,13.43,13.42,23.9,99.0,0
0.03071,0.03067,10.86,10.85,21.2,340.0,1
0.03068,0.03062,14.19,14.19,24.8,66.0,0
0.02954,0.02934,8.07,8.06,25.2,53.0,0
0.04439,0.03256,6.08,6.07,26.1,36.0,0
0.04538,0.04523,6.77,6.76,24.1,90.0,0
0.03862,0.03859,16.57,16.57,19.3,820.0,1
0.00406,0.00352,12.74,12.69,24.1,92.0,1
0.04501,0.04491,9.73,9.73,24.8,65.0,0
0.02978,0.02948,15.61,15.6,26.4,31.0,0
0.04442,0.0444,7.56,7.56,21.3,330.0,1
0.02697,0.02491,7.55,7.53,24.0,94.0,0
0.03837,0.03837,8.58,8.57,21.0,380.0,1
0.03447,0.03423,10.33,10.32,22.1,230.0,0
0.01817,0.00708,11.65,11.64,29.3,8.2,1
0.04696,0.04696,2.72,2.7,21.4,310.0,1
0.01715,0.01657,11.14,11.12,22.4,200.0,0
0.03774,0.03679,18.18,18.17,25.2,54.0,0
0.03952,0.02719,10.06,10.05,25.9,39.0,0
0.02786,0.02785,12.43,12.42,23.6,110.0,0
0.03134,0.03113,6.46,6.45,21.4,320.0,1
0.03485,0.02528,7.83,7.82,23.1,140.0,0
0.04538,0.0452,22.91,22.91,20.6,450.0,1
0.02571,0.01934,4.41,4.39,24.3,82.0,0
0.04264,0.0408,8.25,8.25,22.4,190.0,0
0.01294,0.00642,5.21,5.17,26.6,28.0,1
0.01462,0.01454,8.33,8.3,23.7,110.0,0
0.02071,0.02038,30.31,30.31,19.5,750.0,1
0.02277,0.02273,17.77,17.76,21.3,320.0,1
0.01751,0.01742,9.31,9.3,19.5,750.0,1
0.0329,0.03288,6.64,6.63,21.4,320.0,1
0.02082,0.02,6.83,6.81,25.4,49.0,0
0.02464,0.02464,7.09,7.07,25.9,39.0,0
0.02512,0.02491,4.82,4.8,27.3,21.0,0
